id_contrato;id_trabajador;sexo;edad_inicio;nivel_educativo;ccaa;sector;tamano_empresa;provincia;contratos_previos_empresa;salario_base_mensual;jornada_parcial
272;207198;Hombre;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;30;15;760,6;0
273;331570;Hombre;19;Postsecundaria;Madrid;Agricultura;1-9;47;15;848,7;0
274;274503;Mujer;25;Primaria o secundaria;Madrid;Servicios no de mercado;10-49;20;16;1051,5;0
275;722807;Hombre;19;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;250+;32;16;887,9;0
276;329642;Mujer;19;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;38;19;594,3;0
277;253745;Hombre;20;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;3;18;703,4;0
278;537808;Mujer;19;FP superior;Andalucía;Hostelería;1-9;45;7;943,0;0
279;165904;Hombre;22;Primaria o secundaria;Galicia;Agricultura;10-49;31;18;836,3;1
280;888672;Mujer;27;Postsecundaria;Madrid;Servicios alta cualificación y comercio;50-249;18;11;1185,9;0
281;462924;Mujer;24;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;21;12;797,8;1
282;688393;Mujer;22;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;50-249;18;10;802,7;1
283;385217;Hombre;21;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;50-249;16;17;839,6;1
284;439399;Mujer;22;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;1-9;2;12;845,8;0
285;478525;Hombre;20;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;1;15;916,2;0
286;786919;Mujer;27;Primaria o secundaria;C. Valenciana;Industria y construcción;50-249;45;10;843,3;0
287;740573;Hombre;16;Primaria o secundaria;Cataluña;Servicios no de mercado;1-9;4;11;594,4;0
288;552452;Hombre;26;Primaria o secundaria;Resto;Agricultura;10-49;37;10;869,3;0
289;427239;Hombre;26;Primaria o secundaria;Resto;Industria y construcción;10-49;15;13;970,0;0
290;437731;Mujer;26;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;1;17;897,7;0
291;719407;Mujer;25;Primaria o secundaria;C. Valenciana;Hostelería;1-9;35;11;883,2;1
292;906675;Hombre;23;Postsecundaria;Andalucía;Industria y construcción;10-49;36;12;868,8;1
293;321677;Mujer;24;Primaria o secundaria;Resto;Hostelería;50-249;21;15;851,5;1
294;120259;Hombre;17;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;19;12;714,8;0
295;343149;Hombre;20;Postsecundaria;Castilla y León;Servicios alta cualificación y comercio;50-249;42;5;795,7;1
296;503530;Mujer;19;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;1-9;17;16;861,8;0
297;645833;Hombre;24;Postsecundaria;Resto;Servicios no de mercado;10-49;16;4;1019,3;1
298;131967;Mujer;21;Primaria o secundaria;Cataluña;Hostelería;1-9;22;11;561,0;0
299;310144;Hombre;30;Primaria o secundaria;Resto;Industria y construcción;50-249;18;13;1064,2;1
300;393943;Hombre;25;Primaria o secundaria;Cataluña;Industria y construcción;1-9;9;14;857,9;1
301;209433;Hombre;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;36;21;960,4;1
302;456595;Mujer;24;Primaria o secundaria;Cataluña;Servicios no de mercado;50-249;23;14;1009,5;0
303;370085;Mujer;29;Postsecundaria;Galicia;Servicios alta cualificación y comercio;10-49;3;7;1113,4;1
304;815401;Hombre;18;FP superior;Cataluña;Servicios alta cualificación y comercio;1-9;13;9;905,5;0
305;908852;Hombre;26;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;10-49;9;12;961,0;1
306;720555;Mujer;21;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;18;9;953,1;0
307;137215;Hombre;20;FP superior;Castilla-La Mancha;Hostelería;10-49;21;10;989,7;1
308;900351;Hombre;29;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;36;6;788,4;0
309;578909;Mujer;23;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;13;13;1018,4;0
310;108129;Mujer;18;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;49;8;764,5;0
311;804971;Mujer;28;Primaria o secundaria;Cataluña;Industria y construcción;1-9;7;12;904,4;1
312;431244;Hombre;19;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;36;11;725,9;1
313;798110;Hombre;27;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;4;10;700,7;1
314;634705;Hombre;18;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;37;14;459,7;0
315;395952;Hombre;23;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;7;7;799,8;1
316;948433;Hombre;26;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;51;7;726,3;1
317;550037;Mujer;20;Postsecundaria;C. Valenciana;Hostelería;10-49;23;12;777,8;1
318;989247;Hombre;19;Primaria o secundaria;Andalucía;Hostelería;1-9;14;8;504,8;1
319;265098;Hombre;23;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;50-249;31;14;896,3;0
320;301419;Mujer;18;Primaria o secundaria;Resto;Hostelería;1-9;5;14;871,1;0
321;378089;Hombre;26;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;2;10;764,2;1
322;644149;Mujer;21;Postsecundaria;Resto;Hostelería;50-249;21;11;933,9;0
323;357176;Hombre;22;Primaria o secundaria;Resto;Servicios no de mercado;1-9;3;9;826,8;1
324;315093;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;2;15;857,3;1
325;898960;Mujer;26;Primaria o secundaria;Resto;Industria y construcción;1-9;43;13;1043,0;0
326;357679;Hombre;24;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;41;12;924,5;0
327;837236;Mujer;25;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;39;10;713,9;1
328;409297;Hombre;16;Postsecundaria;C. Valenciana;Hostelería;10-49;38;11;704,2;0
329;210286;Mujer;19;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;1-9;51;11;827,9;0
330;287405;Hombre;29;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;1-9;27;10;1072,9;0
331;482254;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;21;12;757,9;0
332;251536;Mujer;25;Primaria o secundaria;Andalucía;Industria y construcción;1-9;21;14;963,3;0
333;521651;Mujer;19;Postsecundaria;País Vasco;Hostelería;250+;8;14;751,0;1
334;369832;Hombre;26;Primaria o secundaria;Cataluña;Agricultura;10-49;12;11;840,7;0
335;597772;Hombre;17;Primaria o secundaria;Andalucía;NA;10-49;33;12;738,7;0
336;974404;Mujer;26;Primaria o secundaria;C. Valenciana;Hostelería;1-9;28;19;1022,1;0
337;907906;Mujer;30;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;33;9;874,9;0
338;348666;Hombre;23;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;37;10;862,0;1
339;553641;Hombre;25;Primaria o secundaria;País Vasco;Industria y construcción;10-49;26;8;872,5;0
340;224945;Hombre;21;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;20;15;766,7;0
341;933135;Mujer;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;26;12;745,0;0
342;217351;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;51;11;849,7;0
343;629500;Mujer;21;Postsecundaria;C. Valenciana;Servicios no de mercado;50-249;35;10;784,0;1
344;468701;Hombre;20;Primaria o secundaria;Resto;Industria y construcción;250+;36;15;893,7;0
345;115479;Hombre;24;FP superior;Resto;Agricultura;50-249;13;15;1025,1;1
346;448610;Hombre;21;Primaria o secundaria;Resto;Servicios no de mercado;1-9;42;10;821,8;0
347;639038;Hombre;16;Primaria o secundaria;Cataluña;Industria y construcción;10-49;36;10;675,3;1
348;501194;Hombre;25;Primaria o secundaria;País Vasco;Hostelería;1-9;20;16;1058,4;1
349;980953;Hombre;25;Primaria o secundaria;Resto;Industria y construcción;1-9;45;9;941,6;1
350;991702;Mujer;28;Postsecundaria;Resto;Industria y construcción;10-49;12;11;1001,8;0
351;218144;Mujer;17;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;51;12;711,7;0
352;138753;Mujer;20;Primaria o secundaria;Resto;Servicios no de mercado;1-9;49;17;621,6;0
353;812527;Hombre;20;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;19;15;693,5;1
354;924610;Hombre;30;Primaria o secundaria;Resto;Hostelería;1-9;48;17;1043,9;1
355;271440;Hombre;26;Postsecundaria;Castilla y León;NA;1-9;43;14;910,2;0
356;888460;Hombre;25;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;24;8;995,3;0
357;132147;Mujer;25;Primaria o secundaria;Resto;Servicios no de mercado;1-9;38;12;695,9;0
358;795121;Mujer;23;Primaria o secundaria;Resto;Servicios no de mercado;50-249;20;9;924,2;0
359;725381;Hombre;25;Primaria o secundaria;Resto;Industria y construcción;1-9;19;7;814,0;0
360;253468;Mujer;23;Primaria o secundaria;Resto;Hostelería;1-9;22;14;732,1;1
361;975380;Mujer;24;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;30;10;894,6;1
362;530899;Hombre;20;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;28;16;710,2;1
363;248659;Mujer;26;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;21;8;842,3;0
364;604460;Mujer;27;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;26;12;706,9;0
365;703086;Mujer;18;Primaria o secundaria;Cataluña;Servicios no de mercado;10-49;9;5;591,3;0
366;793371;Mujer;20;FP superior;Castilla y León;Industria y construcción;1-9;45;13;1085,3;0
367;381315;Mujer;22;Primaria o secundaria;Andalucía;Industria y construcción;250+;28;11;1114,8;0
368;736794;Mujer;16;Postsecundaria;Madrid;Hostelería;1-9;3;8;747,5;1
369;887443;Hombre;27;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;14;12;902,0;0
370;782403;Hombre;30;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;1;8;942,8;0
371;381297;Hombre;26;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;6;13;849,5;0
372;117433;Hombre;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;4;10;623,0;1
373;952698;Mujer;25;Primaria o secundaria;C. Valenciana;Hostelería;1-9;31;9;771,8;1
374;317095;Mujer;21;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;13;12;835,2;0
375;933746;Hombre;24;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;40;9;836,4;1
376;321504;Hombre;29;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;43;10;738,2;0
377;467532;Hombre;26;Postsecundaria;Resto;Agricultura;10-49;13;15;872,4;0
378;379211;Hombre;23;Primaria o secundaria;Cataluña;Industria y construcción;10-49;17;8;950,7;1
379;370158;Mujer;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;42;11;1028,7;1
380;880638;Hombre;23;Primaria o secundaria;Resto;Servicios no de mercado;10-49;13;13;869,6;0
381;516645;Hombre;27;Primaria o secundaria;C. Valenciana;Hostelería;1-9;31;14;938,5;1
382;963996;Hombre;26;FP superior;Castilla y León;Hostelería;1-9;38;6;974,2;0
383;105669;Mujer;25;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;7;10;995,0;1
384;488490;Hombre;22;Primaria o secundaria;Cataluña;Hostelería;1-9;46;11;605,4;1
385;710512;Hombre;26;Primaria o secundaria;C. Valenciana;Hostelería;1-9;8;17;858,8;0
386;547861;Mujer;21;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;11;15;605,7;1
387;288711;Mujer;18;Postsecundaria;Andalucía;Industria y construcción;1-9;35;12;977,4;0
388;986406;Hombre;25;Primaria o secundaria;Galicia;Industria y construcción;10-49;30;9;1078,8;0
389;490139;Mujer;20;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;25;13;630,3;0
390;715535;Hombre;25;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;23;13;1081,1;1
391;460974;Hombre;19;FP superior;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;28;12;908,6;1
392;368099;Hombre;22;Postsecundaria;C. Valenciana;Agricultura;10-49;23;10;997,4;0
393;483559;Mujer;25;Primaria o secundaria;Andalucía;Agricultura;1-9;51;15;943,3;1
394;686046;Mujer;26;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;26;12;1012,4;0
395;613991;Mujer;20;Primaria o secundaria;Madrid;Hostelería;1-9;50;9;766,7;0
396;904071;Mujer;20;Postsecundaria;Resto;Hostelería;1-9;11;11;939,8;0
397;193682;Hombre;27;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;41;8;1038,2;0
398;577847;Hombre;24;Primaria o secundaria;C. Valenciana;Industria y construcción;50-249;9;17;969,5;0
399;756013;Mujer;16;Postsecundaria;Resto;Hostelería;50-249;22;6;832,8;1
400;232258;Hombre;23;Postsecundaria;Galicia;Servicios no de mercado;50-249;5;15;1107,9;0
401;668636;Mujer;20;Postsecundaria;Castilla y León;Hostelería;10-49;13;7;701,5;1
402;304233;Hombre;21;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;10-49;39;14;811,2;0
403;943658;Hombre;25;Primaria o secundaria;C. Valenciana;Servicios no de mercado;10-49;8;10;1007,2;1
404;700704;Mujer;20;Primaria o secundaria;Andalucía;Hostelería;1-9;5;13;862,0;0
405;517946;Mujer;20;Primaria o secundaria;País Vasco;Industria y construcción;1-9;5;8;895,2;0
406;477553;Hombre;25;Primaria o secundaria;C. Valenciana;Hostelería;250+;26;15;942,5;1
407;487879;Hombre;28;Primaria o secundaria;Castilla-La Mancha;Agricultura;50-249;29;8;765,9;0
408;510909;Hombre;21;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;21;13;963,4;1
409;805528;Mujer;26;Primaria o secundaria;C. Valenciana;Servicios no de mercado;1-9;49;12;777,8;1
410;132532;Hombre;20;Postsecundaria;Resto;Industria y construcción;10-49;31;8;1083,8;1
411;828367;Hombre;18;Primaria o secundaria;Andalucía;Hostelería;50-249;14;12;647,8;1
412;895067;Mujer;25;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;46;12;827,8;1
413;144392;Hombre;32;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;1-9;34;13;1169,3;0
414;320072;Hombre;29;Postsecundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;52;15;1157,7;0
415;466460;Mujer;25;Primaria o secundaria;Resto;Servicios no de mercado;10-49;49;8;694,0;0
416;968993;Hombre;22;Primaria o secundaria;Resto;Industria y construcción;10-49;17;10;984,8;0
417;382413;Mujer;26;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;10-49;4;8;914,4;1
418;340171;Mujer;23;Primaria o secundaria;Cataluña;Industria y construcción;1-9;9;18;794,8;0
419;709390;Hombre;19;FP superior;Resto;Servicios alta cualificación y comercio;250+;28;9;944,3;1
420;268394;Hombre;20;Postsecundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;20;12;715,9;0
421;324542;Hombre;26;Primaria o secundaria;Resto;Industria y construcción;1-9;51;12;1045,7;1
422;296166;Hombre;16;Primaria o secundaria;País Vasco;Industria y construcción;10-49;36;11;861,1;0
423;522385;Mujer;25;Postsecundaria;Castilla-La Mancha;Industria y construcción;1-9;26;12;1218,1;1
424;845865;Hombre;26;Primaria o secundaria;Madrid;Servicios no de mercado;1-9;51;7;919,0;0
425;873401;Mujer;21;Primaria o secundaria;Castilla y León;Industria y construcción;1-9;22;8;970,6;0
426;724400;Mujer;31;Primaria o secundaria;C. Valenciana;Servicios no de mercado;50-249;46;13;949,1;0
427;929098;Mujer;25;Primaria o secundaria;Madrid;Servicios no de mercado;10-49;24;19;730,2;0
428;348060;Hombre;25;Primaria o secundaria;Andalucía;Industria y construcción;1-9;5;14;1039,3;1
429;700251;Hombre;21;Primaria o secundaria;Galicia;Industria y construcción;10-49;26;19;738,9;0
430;628077;Mujer;21;FP superior;Galicia;Servicios alta cualificación y comercio;1-9;49;10;1163,7;0
431;143984;Hombre;24;FP superior;Cataluña;Servicios alta cualificación y comercio;50-249;51;4;1126,8;0
432;536416;Hombre;24;Primaria o secundaria;Resto;Agricultura;1-9;43;12;842,4;1
433;801562;Hombre;18;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;51;11;888,3;0
434;596995;Hombre;25;Postsecundaria;C. Valenciana;Servicios no de mercado;10-49;40;8;777,2;1
435;332134;Mujer;27;Primaria o secundaria;Resto;Agricultura;1-9;52;17;948,1;0
436;444663;Hombre;24;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;27;9;940,9;1
437;610001;Hombre;32;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;33;17;1081,6;1
438;128202;Hombre;26;Postsecundaria;Galicia;Agricultura;10-49;38;19;1088,9;0
439;787548;Hombre;16;Postsecundaria;Resto;Servicios alta cualificación y comercio;250+;14;17;697,2;0
440;701633;Hombre;26;Postsecundaria;Madrid;Hostelería;50-249;38;15;938,4;0
441;637590;Hombre;20;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;49;18;681,8;0
442;206483;Mujer;24;Primaria o secundaria;Resto;Industria y construcción;1-9;6;14;911,0;0
443;349792;Mujer;29;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;50;14;971,6;0
444;759788;Hombre;22;Primaria o secundaria;Cataluña;Servicios no de mercado;1-9;27;6;821,1;0
445;241462;Hombre;20;Postsecundaria;Cataluña;Industria y construcción;10-49;35;6;975,3;0
446;427788;Mujer;27;Primaria o secundaria;Andalucía;Hostelería;1-9;52;14;888,7;0
447;492637;Mujer;25;Primaria o secundaria;Cataluña;Hostelería;1-9;40;11;839,5;1
448;850379;Mujer;23;Postsecundaria;Andalucía;Servicios no de mercado;50-249;47;15;1019,7;0
449;588713;Hombre;24;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;50-249;4;16;818,6;0
450;706950;Hombre;19;Postsecundaria;Madrid;Hostelería;1-9;25;13;677,2;1
451;313979;Hombre;21;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;48;8;797,5;0
452;109272;Mujer;28;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;5;9;851,4;1
453;345780;Mujer;30;Primaria o secundaria;Andalucía;Hostelería;1-9;38;4;840,7;0
454;553068;Mujer;26;Primaria o secundaria;Resto;Hostelería;1-9;33;11;819,2;1
455;784958;Mujer;17;Primaria o secundaria;Castilla-La Mancha;Hostelería;50-249;2;5;710,8;0
456;133472;Mujer;26;Primaria o secundaria;Resto;Servicios no de mercado;1-9;33;9;885,9;0
457;276573;Hombre;17;Primaria o secundaria;Galicia;Hostelería;10-49;46;14;682,3;0
458;354964;Hombre;25;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;20;11;789,9;0
459;714710;Mujer;18;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;13;16;721,6;0
460;737645;Hombre;28;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;3;10;917,0;1
461;680019;Mujer;19;Primaria o secundaria;Andalucía;Industria y construcción;50-249;28;12;705,6;1
462;413334;Hombre;27;Primaria o secundaria;Galicia;Hostelería;1-9;30;14;825,9;0
463;105060;Hombre;20;Primaria o secundaria;Cataluña;Hostelería;10-49;31;17;615,7;0
464;581645;Mujer;29;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;30;18;851,7;0
465;161958;Mujer;20;Postsecundaria;Resto;Agricultura;1-9;32;7;967,1;1
466;965315;Hombre;29;Primaria o secundaria;Resto;Servicios no de mercado;1-9;2;7;866,6;0
467;852098;Hombre;22;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;31;11;920,4;0
468;508229;Mujer;21;Primaria o secundaria;C. Valenciana;Servicios no de mercado;10-49;20;12;620,4;0
469;802687;Hombre;25;Postsecundaria;C. Valenciana;Agricultura;10-49;51;14;1012,8;0
470;655628;Hombre;19;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;33;15;650,4;0
471;533123;Hombre;25;Primaria o secundaria;Castilla-La Mancha;Servicios no de mercado;1-9;35;11;1038,8;0
